"","OTU","Sensitive_A","Tolerant_A","Sensitive_O","Tolerant_O"
"734","C9_S57_L004_contig_4554",TRUE,FALSE,TRUE,FALSE
"735","C9_S57_L004_contig_4555",FALSE,FALSE,FALSE,TRUE
"736","C9_S57_L004_contig_4560",TRUE,FALSE,TRUE,FALSE
"737","C9_S57_L004_contig_4593",FALSE,FALSE,TRUE,FALSE
"738","C9_S57_L004_contig_4601",FALSE,FALSE,TRUE,FALSE
"739","C9_S57_L004_contig_4689",FALSE,FALSE,TRUE,FALSE
"740","C9_S57_L004_contig_4700",FALSE,TRUE,FALSE,FALSE
"741","C9_S57_L004_contig_471",FALSE,FALSE,TRUE,FALSE
"742","C9_S57_L004_contig_4711",FALSE,FALSE,TRUE,FALSE
"743","C9_S57_L004_contig_4728",TRUE,FALSE,TRUE,FALSE
"744","C9_S57_L004_contig_4796",FALSE,TRUE,FALSE,TRUE
"745","C9_S57_L004_contig_4865",FALSE,FALSE,TRUE,FALSE
"746","C9_S57_L004_contig_4872",TRUE,FALSE,TRUE,FALSE
"747","C9_S57_L004_contig_4889",FALSE,FALSE,TRUE,FALSE
"748","C9_S57_L004_contig_4893",FALSE,FALSE,TRUE,FALSE
"749","C9_S57_L004_contig_52",FALSE,TRUE,FALSE,TRUE
"750","C9_S57_L004_contig_57",FALSE,FALSE,TRUE,FALSE
"751","C9_S57_L004_contig_610",TRUE,FALSE,FALSE,FALSE
"752","C9_S57_L004_contig_638",TRUE,FALSE,FALSE,FALSE
"753","C9_S57_L004_contig_644",FALSE,TRUE,TRUE,FALSE
"754","C9_S57_L004_contig_647",FALSE,FALSE,TRUE,FALSE
"755","C9_S57_L004_contig_686",TRUE,FALSE,FALSE,FALSE
"756","C9_S57_L004_contig_710",FALSE,TRUE,TRUE,FALSE
"757","C9_S57_L004_contig_738",TRUE,FALSE,FALSE,FALSE
"758","C9_S57_L004_contig_799",FALSE,FALSE,TRUE,FALSE
"759","C9_S57_L004_contig_8",TRUE,FALSE,TRUE,FALSE
"760","C9_S57_L004_contig_813",TRUE,FALSE,TRUE,FALSE
"761","C9_S57_L004_contig_823",FALSE,FALSE,TRUE,FALSE
"762","C9_S57_L004_contig_849",FALSE,FALSE,TRUE,FALSE
"763","C9_S57_L004_contig_899",TRUE,FALSE,FALSE,TRUE
"764","C9_S57_L004_contig_952",FALSE,FALSE,TRUE,FALSE
"765","C9_S57_L004_contig_979",FALSE,TRUE,FALSE,FALSE
"766","C9_S57_L004_contig_995",TRUE,FALSE,FALSE,FALSE
"767","HD1_S7_L004_contig_1104",FALSE,FALSE,FALSE,TRUE
"768","HD1_S7_L004_contig_1105",TRUE,FALSE,TRUE,FALSE
"769","HD1_S7_L004_contig_1169",TRUE,FALSE,TRUE,FALSE
"770","HD1_S7_L004_contig_1186",TRUE,FALSE,TRUE,FALSE
"771","HD1_S7_L004_contig_1254",TRUE,FALSE,TRUE,FALSE
"772","HD1_S7_L004_contig_1328",FALSE,FALSE,TRUE,FALSE
"773","HD1_S7_L004_contig_1409",FALSE,FALSE,TRUE,FALSE
"774","HD1_S7_L004_contig_1488",TRUE,FALSE,TRUE,FALSE
"775","HD1_S7_L004_contig_1531",FALSE,FALSE,TRUE,FALSE
"776","HD1_S7_L004_contig_1593",FALSE,TRUE,FALSE,TRUE
"777","HD1_S7_L004_contig_1632",FALSE,FALSE,TRUE,FALSE
"778","HD1_S7_L004_contig_1669",TRUE,FALSE,TRUE,FALSE
"779","HD1_S7_L004_contig_1682",FALSE,FALSE,FALSE,TRUE
"780","HD1_S7_L004_contig_177",FALSE,FALSE,TRUE,FALSE
"781","HD1_S7_L004_contig_1794",TRUE,FALSE,FALSE,FALSE
"782","HD1_S7_L004_contig_1825",FALSE,FALSE,TRUE,FALSE
"783","HD1_S7_L004_contig_1832",TRUE,FALSE,TRUE,FALSE
"784","HD1_S7_L004_contig_1870",TRUE,FALSE,TRUE,FALSE
"785","HD1_S7_L004_contig_2014",FALSE,FALSE,TRUE,FALSE
"786","HD1_S7_L004_contig_2042",TRUE,FALSE,FALSE,FALSE
"787","HD1_S7_L004_contig_211",TRUE,FALSE,FALSE,FALSE
"788","HD1_S7_L004_contig_2166",FALSE,FALSE,TRUE,FALSE
"789","HD1_S7_L004_contig_2207",TRUE,FALSE,FALSE,FALSE
"790","HD1_S7_L004_contig_2219",TRUE,FALSE,FALSE,FALSE
"791","HD1_S7_L004_contig_2248",TRUE,FALSE,TRUE,FALSE
"792","HD1_S7_L004_contig_2430",FALSE,FALSE,TRUE,FALSE
"793","HD1_S7_L004_contig_2593",TRUE,FALSE,FALSE,FALSE
"794","HD1_S7_L004_contig_2604",TRUE,FALSE,TRUE,FALSE
"795","HD1_S7_L004_contig_268",TRUE,FALSE,FALSE,FALSE
"796","HD1_S7_L004_contig_2706",TRUE,FALSE,TRUE,FALSE
"797","HD1_S7_L004_contig_2753",TRUE,FALSE,FALSE,FALSE
"798","HD1_S7_L004_contig_2784",TRUE,FALSE,FALSE,FALSE
"799","HD1_S7_L004_contig_2900_fragment_1",FALSE,FALSE,FALSE,TRUE
"800","HD1_S7_L004_contig_2937",FALSE,TRUE,FALSE,TRUE
"801","HD1_S7_L004_contig_3000",TRUE,FALSE,FALSE,FALSE
"802","HD1_S7_L004_contig_3020",FALSE,FALSE,TRUE,FALSE
"803","HD1_S7_L004_contig_308",TRUE,FALSE,TRUE,FALSE
"804","HD1_S7_L004_contig_3196",TRUE,FALSE,TRUE,FALSE
"805","HD1_S7_L004_contig_3418",TRUE,FALSE,FALSE,FALSE
"806","HD1_S7_L004_contig_3543",FALSE,TRUE,FALSE,FALSE
"807","HD1_S7_L004_contig_3646",TRUE,FALSE,TRUE,FALSE
"808","HD1_S7_L004_contig_3676",TRUE,FALSE,TRUE,FALSE
"809","HD1_S7_L004_contig_3685",TRUE,FALSE,TRUE,FALSE
"810","HD1_S7_L004_contig_3688",TRUE,FALSE,FALSE,FALSE
"811","HD1_S7_L004_contig_3808",FALSE,FALSE,TRUE,FALSE
"812","HD1_S7_L004_contig_3828",FALSE,FALSE,FALSE,TRUE
"813","HD1_S7_L004_contig_3865",FALSE,TRUE,FALSE,FALSE
"814","HD1_S7_L004_contig_3886",FALSE,FALSE,TRUE,FALSE
"815","HD1_S7_L004_contig_3959",TRUE,FALSE,FALSE,FALSE
"816","HD1_S7_L004_contig_4006",FALSE,FALSE,FALSE,TRUE
"817","HD1_S7_L004_contig_4102",TRUE,FALSE,TRUE,FALSE
"818","HD1_S7_L004_contig_4175",TRUE,FALSE,FALSE,TRUE
"819","HD1_S7_L004_contig_4177",FALSE,TRUE,FALSE,FALSE
"820","HD1_S7_L004_contig_4197",TRUE,FALSE,TRUE,FALSE
"821","HD1_S7_L004_contig_4249",FALSE,FALSE,TRUE,FALSE
"822","HD1_S7_L004_contig_4280",FALSE,FALSE,TRUE,FALSE
"823","HD1_S7_L004_contig_43",FALSE,FALSE,TRUE,FALSE
"824","HD1_S7_L004_contig_4302",FALSE,FALSE,FALSE,TRUE
"825","HD1_S7_L004_contig_520",FALSE,TRUE,FALSE,FALSE
"826","HD1_S7_L004_contig_531",TRUE,FALSE,TRUE,FALSE
"827","HD1_S7_L004_contig_556",FALSE,FALSE,TRUE,FALSE
"828","HD1_S7_L004_contig_594",TRUE,FALSE,TRUE,FALSE
"829","HD1_S7_L004_contig_641",FALSE,FALSE,FALSE,TRUE
"830","HD1_S7_L004_contig_644",TRUE,FALSE,TRUE,FALSE
"831","HD1_S7_L004_contig_688",TRUE,FALSE,FALSE,FALSE
"832","HD1_S7_L004_contig_70",FALSE,FALSE,FALSE,TRUE
"833","HD1_S7_L004_contig_723",FALSE,FALSE,TRUE,FALSE
"834","HD1_S7_L004_contig_746",TRUE,FALSE,FALSE,FALSE
"835","HD1_S7_L004_contig_770",TRUE,FALSE,TRUE,FALSE
"836","HD1_S7_L004_contig_946",TRUE,FALSE,FALSE,FALSE
"837","HD1_S7_L004_contig_952",TRUE,FALSE,FALSE,FALSE
"838","HD1_S7_L004_contig_976",FALSE,FALSE,TRUE,FALSE
"839","HD1_S7_L004_contig_988",FALSE,TRUE,FALSE,TRUE
"840","HD1_S7_L004_contig_99",TRUE,FALSE,TRUE,FALSE
"841","HD10_S25_L004_contig_1030",FALSE,FALSE,FALSE,TRUE
"842","HD10_S25_L004_contig_1082",TRUE,FALSE,FALSE,FALSE
"843","HD10_S25_L004_contig_1095",FALSE,FALSE,FALSE,TRUE
"844","HD10_S25_L004_contig_1109",FALSE,FALSE,FALSE,TRUE
"845","HD10_S25_L004_contig_1212",TRUE,FALSE,FALSE,FALSE
"846","HD10_S25_L004_contig_1219",FALSE,TRUE,FALSE,FALSE
"847","HD10_S25_L004_contig_1384",TRUE,FALSE,FALSE,FALSE
"848","HD10_S25_L004_contig_1432",TRUE,FALSE,TRUE,FALSE
"849","HD10_S25_L004_contig_150",FALSE,FALSE,TRUE,FALSE
"850","HD10_S25_L004_contig_1565",TRUE,FALSE,TRUE,FALSE
"851","HD10_S25_L004_contig_1574",TRUE,FALSE,TRUE,FALSE
"852","HD10_S25_L004_contig_1616",FALSE,FALSE,FALSE,TRUE
"853","HD10_S25_L004_contig_1638",FALSE,FALSE,FALSE,TRUE
"854","HD10_S25_L004_contig_1810",TRUE,FALSE,FALSE,FALSE
"855","HD10_S25_L004_contig_1851",TRUE,FALSE,FALSE,FALSE
"856","HD10_S25_L004_contig_1889",TRUE,FALSE,TRUE,FALSE
"857","HD10_S25_L004_contig_1924",FALSE,FALSE,FALSE,TRUE
"858","HD10_S25_L004_contig_1952",TRUE,FALSE,FALSE,FALSE
"859","HD10_S25_L004_contig_2014",TRUE,FALSE,FALSE,FALSE
"860","HD10_S25_L004_contig_2129",TRUE,FALSE,TRUE,FALSE
"861","HD10_S25_L004_contig_2157",TRUE,FALSE,TRUE,FALSE
"862","HD10_S25_L004_contig_2174",TRUE,FALSE,TRUE,FALSE
"863","HD10_S25_L004_contig_2260",TRUE,FALSE,TRUE,FALSE
"864","HD10_S25_L004_contig_2312",TRUE,FALSE,FALSE,FALSE
"865","HD10_S25_L004_contig_2378",TRUE,FALSE,TRUE,FALSE
"866","HD10_S25_L004_contig_2422",FALSE,TRUE,FALSE,TRUE
"867","HD10_S25_L004_contig_2446",TRUE,FALSE,TRUE,FALSE
"868","HD10_S25_L004_contig_2456",TRUE,FALSE,FALSE,FALSE
"869","HD10_S25_L004_contig_2498",TRUE,FALSE,FALSE,FALSE
"870","HD10_S25_L004_contig_2591",FALSE,FALSE,FALSE,TRUE
"871","HD10_S25_L004_contig_2693",TRUE,FALSE,FALSE,FALSE
"872","HD10_S25_L004_contig_2737",TRUE,FALSE,FALSE,FALSE
"873","HD10_S25_L004_contig_2741",TRUE,FALSE,TRUE,FALSE
"874","HD10_S25_L004_contig_2775",FALSE,FALSE,FALSE,TRUE
"875","HD10_S25_L004_contig_2845",TRUE,FALSE,FALSE,FALSE
"876","HD10_S25_L004_contig_2860",TRUE,FALSE,TRUE,FALSE
"877","HD10_S25_L004_contig_2887",TRUE,FALSE,FALSE,FALSE
"878","HD10_S25_L004_contig_3026",TRUE,FALSE,FALSE,FALSE
"879","HD10_S25_L004_contig_3058",TRUE,FALSE,FALSE,FALSE
"880","HD10_S25_L004_contig_3064",TRUE,FALSE,FALSE,FALSE
"881","HD10_S25_L004_contig_3119",TRUE,FALSE,TRUE,FALSE
"882","HD10_S25_L004_contig_394",TRUE,FALSE,FALSE,FALSE
"883","HD10_S25_L004_contig_405",TRUE,FALSE,TRUE,FALSE
"884","HD10_S25_L004_contig_459",TRUE,FALSE,FALSE,FALSE
"885","HD10_S25_L004_contig_46",FALSE,TRUE,FALSE,FALSE
"886","HD10_S25_L004_contig_539",FALSE,FALSE,TRUE,FALSE
"887","HD10_S25_L004_contig_541",FALSE,TRUE,FALSE,TRUE
"888","HD10_S25_L004_contig_594",TRUE,FALSE,FALSE,FALSE
"889","HD10_S25_L004_contig_644",TRUE,FALSE,FALSE,FALSE
"890","HD10_S25_L004_contig_749",TRUE,FALSE,FALSE,FALSE
"891","HD10_S25_L004_contig_75",FALSE,FALSE,FALSE,TRUE
"892","HD10_S25_L004_contig_765",FALSE,FALSE,TRUE,FALSE
"893","HD10_S25_L004_contig_773",TRUE,FALSE,FALSE,FALSE
"894","HD10_S25_L004_contig_781",TRUE,FALSE,FALSE,FALSE
"895","HD10_S25_L004_contig_948",FALSE,FALSE,TRUE,FALSE
"896","HD11_S27_L004_contig_1226",FALSE,TRUE,FALSE,FALSE
"897","HD11_S27_L004_contig_1372",FALSE,FALSE,FALSE,TRUE
"898","HD11_S27_L004_contig_1391",TRUE,FALSE,TRUE,FALSE
"899","HD11_S27_L004_contig_1545",FALSE,FALSE,FALSE,TRUE
"900","HD11_S27_L004_contig_1547",FALSE,TRUE,FALSE,FALSE
"901","HD11_S27_L004_contig_1567",FALSE,FALSE,FALSE,TRUE
"902","HD11_S27_L004_contig_1601",FALSE,FALSE,FALSE,TRUE
"903","HD11_S27_L004_contig_1619",TRUE,FALSE,FALSE,FALSE
"904","HD11_S27_L004_contig_1694",FALSE,FALSE,FALSE,TRUE
"905","HD11_S27_L004_contig_1737",FALSE,FALSE,FALSE,TRUE
"906","HD11_S27_L004_contig_1746",FALSE,FALSE,FALSE,TRUE
"907","HD11_S27_L004_contig_1760",TRUE,FALSE,FALSE,FALSE
"908","HD11_S27_L004_contig_1829",TRUE,FALSE,FALSE,FALSE
"909","HD11_S27_L004_contig_1891",FALSE,FALSE,FALSE,TRUE
"910","HD11_S27_L004_contig_1927",FALSE,FALSE,FALSE,TRUE
"911","HD11_S27_L004_contig_1941",TRUE,FALSE,TRUE,FALSE
"912","HD11_S27_L004_contig_2013",FALSE,FALSE,FALSE,TRUE
"913","HD11_S27_L004_contig_2118",TRUE,FALSE,TRUE,FALSE
"914","HD11_S27_L004_contig_2155",TRUE,FALSE,FALSE,FALSE
"915","HD11_S27_L004_contig_2318",FALSE,TRUE,FALSE,TRUE
"916","HD11_S27_L004_contig_2383",TRUE,FALSE,TRUE,FALSE
"917","HD11_S27_L004_contig_2690",FALSE,TRUE,FALSE,FALSE
"918","HD11_S27_L004_contig_2709",FALSE,TRUE,FALSE,FALSE
"919","HD11_S27_L004_contig_2756",FALSE,FALSE,FALSE,TRUE
"920","HD11_S27_L004_contig_312",FALSE,TRUE,FALSE,FALSE
"921","HD11_S27_L004_contig_443",FALSE,FALSE,TRUE,FALSE
"922","HD11_S27_L004_contig_453",TRUE,FALSE,FALSE,FALSE
"923","HD11_S27_L004_contig_545",FALSE,FALSE,FALSE,TRUE
"924","HD11_S27_L004_contig_576",TRUE,FALSE,FALSE,FALSE
"925","HD11_S27_L004_contig_604",FALSE,TRUE,FALSE,TRUE
"926","HD11_S27_L004_contig_629",TRUE,FALSE,TRUE,FALSE
"927","HD11_S27_L004_contig_693",FALSE,FALSE,FALSE,TRUE
"928","HD11_S27_L004_contig_722",TRUE,FALSE,FALSE,FALSE
"929","HD11_S27_L004_contig_781",FALSE,FALSE,TRUE,FALSE
"930","HD11_S27_L004_contig_821",TRUE,FALSE,TRUE,FALSE
"931","HD11_S27_L004_contig_846",TRUE,FALSE,FALSE,FALSE
"932","HD11_S27_L004_contig_997",TRUE,FALSE,FALSE,FALSE
"933","HD11_S27_L004_contig_998",FALSE,FALSE,FALSE,TRUE
"934","HD12_S29_L004_contig_1004",TRUE,FALSE,TRUE,FALSE
"935","HD12_S29_L004_contig_113",FALSE,FALSE,FALSE,TRUE
"936","HD12_S29_L004_contig_1142",FALSE,FALSE,TRUE,FALSE
"937","HD12_S29_L004_contig_1174",TRUE,FALSE,FALSE,FALSE
"938","HD12_S29_L004_contig_1187",FALSE,FALSE,FALSE,TRUE
"939","HD12_S29_L004_contig_1191",TRUE,FALSE,TRUE,FALSE
"940","HD12_S29_L004_contig_1222",FALSE,FALSE,TRUE,FALSE
"941","HD12_S29_L004_contig_1246",TRUE,FALSE,FALSE,FALSE
"942","HD12_S29_L004_contig_1256",FALSE,FALSE,TRUE,FALSE
"943","HD12_S29_L004_contig_137",TRUE,FALSE,TRUE,FALSE
"944","HD12_S29_L004_contig_1450",TRUE,FALSE,FALSE,FALSE
"945","HD12_S29_L004_contig_1489",TRUE,FALSE,FALSE,FALSE
"946","HD12_S29_L004_contig_1559",TRUE,FALSE,TRUE,FALSE
"947","HD12_S29_L004_contig_156",FALSE,FALSE,TRUE,FALSE
"948","HD12_S29_L004_contig_1600",FALSE,FALSE,TRUE,FALSE
"949","HD12_S29_L004_contig_1613",FALSE,FALSE,TRUE,FALSE
"950","HD12_S29_L004_contig_1630",TRUE,FALSE,FALSE,FALSE
"951","HD12_S29_L004_contig_1669",FALSE,TRUE,FALSE,TRUE
"952","HD12_S29_L004_contig_1687",TRUE,FALSE,TRUE,FALSE
"953","HD12_S29_L004_contig_1709",TRUE,FALSE,FALSE,FALSE
"954","HD12_S29_L004_contig_1735",FALSE,FALSE,FALSE,TRUE
"955","HD12_S29_L004_contig_1763",FALSE,FALSE,TRUE,FALSE
"956","HD12_S29_L004_contig_1764",TRUE,FALSE,TRUE,FALSE
"957","HD12_S29_L004_contig_1784",TRUE,FALSE,FALSE,FALSE
"958","HD12_S29_L004_contig_1790",TRUE,FALSE,TRUE,FALSE
"959","HD12_S29_L004_contig_1818",TRUE,FALSE,FALSE,FALSE
"960","HD12_S29_L004_contig_1853",TRUE,FALSE,FALSE,FALSE
"961","HD12_S29_L004_contig_1947",FALSE,FALSE,TRUE,FALSE
"962","HD12_S29_L004_contig_1982",FALSE,TRUE,FALSE,FALSE
"963","HD12_S29_L004_contig_2026",FALSE,FALSE,FALSE,TRUE
"964","HD12_S29_L004_contig_2203",FALSE,TRUE,FALSE,FALSE
"965","HD12_S29_L004_contig_2261",FALSE,FALSE,TRUE,FALSE
"966","HD12_S29_L004_contig_2275",FALSE,FALSE,FALSE,TRUE
"967","HD12_S29_L004_contig_2276",FALSE,FALSE,FALSE,TRUE
"968","HD12_S29_L004_contig_2284",FALSE,TRUE,FALSE,TRUE
"969","HD12_S29_L004_contig_2334",FALSE,FALSE,FALSE,TRUE
"970","HD12_S29_L004_contig_2347",FALSE,FALSE,FALSE,TRUE
"971","HD12_S29_L004_contig_244",TRUE,FALSE,FALSE,FALSE
"972","HD12_S29_L004_contig_2459",FALSE,TRUE,FALSE,TRUE
"973","HD12_S29_L004_contig_2590",TRUE,FALSE,FALSE,FALSE
"974","HD12_S29_L004_contig_2648",TRUE,FALSE,FALSE,FALSE
"975","HD12_S29_L004_contig_265",TRUE,FALSE,TRUE,FALSE
"976","HD12_S29_L004_contig_2666",FALSE,TRUE,FALSE,FALSE
"977","HD12_S29_L004_contig_2680",FALSE,FALSE,TRUE,FALSE
"978","HD12_S29_L004_contig_2717",FALSE,FALSE,FALSE,TRUE
"979","HD12_S29_L004_contig_2740",TRUE,FALSE,FALSE,FALSE
"980","HD12_S29_L004_contig_2828",FALSE,FALSE,FALSE,TRUE
"981","HD12_S29_L004_contig_2843",TRUE,FALSE,FALSE,FALSE
"982","HD12_S29_L004_contig_2870",FALSE,FALSE,FALSE,TRUE
"983","HD12_S29_L004_contig_2890",TRUE,FALSE,FALSE,FALSE
"984","HD12_S29_L004_contig_2914",TRUE,FALSE,TRUE,FALSE
"985","HD12_S29_L004_contig_2916",TRUE,FALSE,TRUE,FALSE
"986","HD12_S29_L004_contig_2938",FALSE,FALSE,FALSE,TRUE
"987","HD12_S29_L004_contig_3020",FALSE,FALSE,FALSE,TRUE
"988","HD12_S29_L004_contig_3024",FALSE,FALSE,FALSE,TRUE
"989","HD12_S29_L004_contig_3040",FALSE,TRUE,FALSE,FALSE
"990","HD12_S29_L004_contig_3061",TRUE,FALSE,FALSE,FALSE
"991","HD12_S29_L004_contig_3127",TRUE,FALSE,FALSE,FALSE
"992","HD12_S29_L004_contig_313",TRUE,FALSE,FALSE,FALSE
"993","HD12_S29_L004_contig_3140",FALSE,FALSE,TRUE,FALSE
"994","HD12_S29_L004_contig_3145",TRUE,FALSE,FALSE,TRUE
"995","HD12_S29_L004_contig_3164",TRUE,FALSE,FALSE,FALSE
"996","HD12_S29_L004_contig_3169",TRUE,FALSE,FALSE,FALSE
"997","HD12_S29_L004_contig_3212",TRUE,FALSE,TRUE,FALSE
"998","HD12_S29_L004_contig_3231",FALSE,FALSE,TRUE,FALSE
"999","HD12_S29_L004_contig_3250",TRUE,FALSE,FALSE,FALSE
"1000","HD12_S29_L004_contig_3305",TRUE,FALSE,TRUE,FALSE
"1001","HD12_S29_L004_contig_3333",TRUE,FALSE,TRUE,FALSE
"1002","HD12_S29_L004_contig_3340",TRUE,FALSE,FALSE,FALSE
"1003","HD12_S29_L004_contig_3403",FALSE,FALSE,TRUE,FALSE
"1004","HD12_S29_L004_contig_3411",TRUE,FALSE,FALSE,FALSE
"1005","HD12_S29_L004_contig_3412",FALSE,TRUE,FALSE,FALSE
"1006","HD12_S29_L004_contig_3443",FALSE,FALSE,FALSE,TRUE
"1007","HD12_S29_L004_contig_3494",FALSE,FALSE,FALSE,TRUE
"1008","HD12_S29_L004_contig_3501",FALSE,FALSE,TRUE,FALSE
"1009","HD12_S29_L004_contig_3577",TRUE,FALSE,TRUE,FALSE
"1010","HD12_S29_L004_contig_3580",FALSE,FALSE,FALSE,TRUE
"1011","HD12_S29_L004_contig_3625",FALSE,FALSE,TRUE,FALSE
"1012","HD12_S29_L004_contig_3648",TRUE,FALSE,TRUE,FALSE
"1013","HD12_S29_L004_contig_3692",FALSE,FALSE,FALSE,TRUE
"1014","HD12_S29_L004_contig_371",FALSE,FALSE,TRUE,FALSE
"1015","HD12_S29_L004_contig_3713",TRUE,FALSE,FALSE,FALSE
"1016","HD12_S29_L004_contig_3721",TRUE,FALSE,TRUE,FALSE
"1017","HD12_S29_L004_contig_3746",FALSE,FALSE,FALSE,TRUE
"1018","HD12_S29_L004_contig_3753",FALSE,FALSE,FALSE,TRUE
"1019","HD12_S29_L004_contig_3773",TRUE,FALSE,FALSE,FALSE
"1020","HD12_S29_L004_contig_3833",FALSE,TRUE,FALSE,FALSE
"1021","HD12_S29_L004_contig_389",FALSE,FALSE,TRUE,FALSE
"1022","HD12_S29_L004_contig_3953",TRUE,FALSE,FALSE,TRUE
"1023","HD12_S29_L004_contig_454",TRUE,FALSE,TRUE,FALSE
"1024","HD12_S29_L004_contig_479",FALSE,FALSE,TRUE,FALSE
"1025","HD12_S29_L004_contig_600",TRUE,FALSE,TRUE,FALSE
"1026","HD12_S29_L004_contig_619",TRUE,FALSE,FALSE,FALSE
"1027","HD12_S29_L004_contig_649",TRUE,FALSE,FALSE,FALSE
"1028","HD12_S29_L004_contig_682",TRUE,FALSE,FALSE,FALSE
"1029","HD12_S29_L004_contig_795",TRUE,FALSE,FALSE,FALSE
"1030","HD12_S29_L004_contig_900",TRUE,FALSE,TRUE,FALSE
"1031","HD12_S29_L004_contig_957",TRUE,FALSE,FALSE,FALSE
"1032","HD12_S29_L004_contig_979",FALSE,TRUE,FALSE,FALSE
"1033","HD13_S31_L004_contig_1",FALSE,TRUE,FALSE,TRUE
"1034","HD13_S31_L004_contig_1024",FALSE,TRUE,FALSE,FALSE
"1035","HD13_S31_L004_contig_1095",FALSE,TRUE,FALSE,FALSE
"1036","HD13_S31_L004_contig_1097",FALSE,TRUE,FALSE,FALSE
"1037","HD13_S31_L004_contig_1101",FALSE,TRUE,FALSE,FALSE
"1038","HD13_S31_L004_contig_1111",FALSE,FALSE,FALSE,TRUE
"1039","HD13_S31_L004_contig_114",FALSE,TRUE,FALSE,TRUE
"1040","HD13_S31_L004_contig_1144",TRUE,FALSE,FALSE,FALSE
"1041","HD13_S31_L004_contig_115",TRUE,FALSE,FALSE,FALSE
"1042","HD13_S31_L004_contig_1175",FALSE,TRUE,FALSE,FALSE
"1043","HD13_S31_L004_contig_1177",FALSE,TRUE,FALSE,TRUE
"1044","HD13_S31_L004_contig_1190",FALSE,FALSE,FALSE,TRUE
"1045","HD13_S31_L004_contig_1200",FALSE,FALSE,FALSE,TRUE
"1046","HD13_S31_L004_contig_1231",FALSE,FALSE,FALSE,TRUE
"1047","HD13_S31_L004_contig_1239",FALSE,TRUE,FALSE,TRUE
"1048","HD13_S31_L004_contig_1359",TRUE,FALSE,FALSE,TRUE
"1049","HD13_S31_L004_contig_140",FALSE,TRUE,FALSE,FALSE
"1050","HD13_S31_L004_contig_15",FALSE,FALSE,FALSE,TRUE
"1051","HD13_S31_L004_contig_1591",FALSE,TRUE,FALSE,FALSE
"1052","HD13_S31_L004_contig_1627",FALSE,FALSE,TRUE,FALSE
"1053","HD13_S31_L004_contig_163",FALSE,TRUE,FALSE,FALSE
"1054","HD13_S31_L004_contig_1708",FALSE,FALSE,FALSE,TRUE
"1055","HD13_S31_L004_contig_1716",FALSE,FALSE,FALSE,TRUE
"1056","HD13_S31_L004_contig_176",FALSE,TRUE,FALSE,TRUE
"1057","HD13_S31_L004_contig_1773",FALSE,TRUE,FALSE,FALSE
"1058","HD13_S31_L004_contig_1802",FALSE,FALSE,FALSE,TRUE
"1059","HD13_S31_L004_contig_1812",FALSE,TRUE,FALSE,FALSE
"1060","HD13_S31_L004_contig_185",FALSE,TRUE,FALSE,TRUE
"1061","HD13_S31_L004_contig_19",FALSE,FALSE,FALSE,TRUE
"1062","HD13_S31_L004_contig_191",FALSE,TRUE,FALSE,FALSE
"1063","HD13_S31_L004_contig_1919",FALSE,TRUE,FALSE,FALSE
"1064","HD13_S31_L004_contig_1942",FALSE,FALSE,FALSE,TRUE
"1065","HD13_S31_L004_contig_1959",FALSE,TRUE,FALSE,FALSE
"1066","HD13_S31_L004_contig_1988",FALSE,FALSE,FALSE,TRUE
"1067","HD13_S31_L004_contig_204",FALSE,TRUE,FALSE,FALSE
"1068","HD13_S31_L004_contig_2061",FALSE,FALSE,FALSE,TRUE
"1069","HD13_S31_L004_contig_2171",FALSE,TRUE,FALSE,FALSE
"1070","HD13_S31_L004_contig_2257",FALSE,FALSE,FALSE,TRUE
"1071","HD13_S31_L004_contig_2276",FALSE,TRUE,FALSE,FALSE
"1072","HD13_S31_L004_contig_2281",FALSE,TRUE,FALSE,FALSE
"1073","HD13_S31_L004_contig_2292",FALSE,TRUE,FALSE,FALSE
"1074","HD13_S31_L004_contig_231",FALSE,FALSE,FALSE,TRUE
"1075","HD13_S31_L004_contig_2326",FALSE,TRUE,FALSE,FALSE
"1076","HD13_S31_L004_contig_2364",FALSE,FALSE,FALSE,TRUE
"1077","HD13_S31_L004_contig_2373",FALSE,TRUE,FALSE,FALSE
"1078","HD13_S31_L004_contig_2383",FALSE,FALSE,FALSE,TRUE
"1079","HD13_S31_L004_contig_2436",TRUE,FALSE,FALSE,FALSE
"1080","HD13_S31_L004_contig_2456",FALSE,FALSE,FALSE,TRUE
"1081","HD13_S31_L004_contig_2490",TRUE,FALSE,FALSE,FALSE
"1082","HD13_S31_L004_contig_2497",FALSE,FALSE,FALSE,TRUE
"1083","HD13_S31_L004_contig_2505",TRUE,FALSE,FALSE,FALSE
"1084","HD13_S31_L004_contig_2517",TRUE,FALSE,FALSE,FALSE
"1085","HD13_S31_L004_contig_2553",FALSE,TRUE,FALSE,TRUE
"1086","HD13_S31_L004_contig_260",FALSE,FALSE,FALSE,TRUE
"1087","HD13_S31_L004_contig_2698",TRUE,FALSE,FALSE,FALSE
"1088","HD13_S31_L004_contig_2720",FALSE,TRUE,FALSE,TRUE
"1089","HD13_S31_L004_contig_2728",FALSE,TRUE,FALSE,FALSE
"1090","HD13_S31_L004_contig_2738",FALSE,TRUE,FALSE,FALSE
"1091","HD13_S31_L004_contig_2749",FALSE,TRUE,FALSE,FALSE
