"","OTU","Sensitive_A","Tolerant_A","Sensitive_O","Tolerant_O"
"365","C3_S51_L004_contig_812",TRUE,FALSE,TRUE,FALSE
"366","C3_S51_L004_contig_940",FALSE,FALSE,TRUE,FALSE
"367","C3_S51_L004_contig_975",TRUE,FALSE,FALSE,FALSE
"368","C3_S51_L004_contig_989",TRUE,FALSE,FALSE,FALSE
"369","C4_S52_L004_contig_1014",TRUE,FALSE,FALSE,FALSE
"370","C4_S52_L004_contig_1165",FALSE,TRUE,FALSE,TRUE
"371","C4_S52_L004_contig_1260",TRUE,FALSE,TRUE,FALSE
"372","C4_S52_L004_contig_1317",FALSE,FALSE,FALSE,TRUE
"373","C4_S52_L004_contig_1423",FALSE,FALSE,FALSE,TRUE
"374","C4_S52_L004_contig_1468",TRUE,FALSE,TRUE,FALSE
"375","C4_S52_L004_contig_1548",FALSE,TRUE,FALSE,TRUE
"376","C4_S52_L004_contig_1721",TRUE,FALSE,TRUE,FALSE
"377","C4_S52_L004_contig_1739",TRUE,FALSE,FALSE,FALSE
"378","C4_S52_L004_contig_1812",FALSE,FALSE,TRUE,FALSE
"379","C4_S52_L004_contig_1863",FALSE,FALSE,FALSE,TRUE
"380","C4_S52_L004_contig_1922",TRUE,FALSE,FALSE,FALSE
"381","C4_S52_L004_contig_2021",TRUE,FALSE,TRUE,FALSE
"382","C4_S52_L004_contig_2031",TRUE,FALSE,FALSE,FALSE
"383","C4_S52_L004_contig_2056",TRUE,FALSE,TRUE,FALSE
"384","C4_S52_L004_contig_2123",TRUE,FALSE,TRUE,FALSE
"385","C4_S52_L004_contig_2134",TRUE,FALSE,TRUE,FALSE
"386","C4_S52_L004_contig_2223",TRUE,FALSE,FALSE,FALSE
"387","C4_S52_L004_contig_2258",FALSE,FALSE,TRUE,FALSE
"388","C4_S52_L004_contig_2321",FALSE,FALSE,FALSE,TRUE
"389","C4_S52_L004_contig_246",TRUE,FALSE,FALSE,FALSE
"390","C4_S52_L004_contig_251",TRUE,FALSE,FALSE,FALSE
"391","C4_S52_L004_contig_2644",FALSE,FALSE,FALSE,TRUE
"392","C4_S52_L004_contig_2740",TRUE,FALSE,FALSE,FALSE
"393","C4_S52_L004_contig_2906",FALSE,TRUE,FALSE,FALSE
"394","C4_S52_L004_contig_2973",TRUE,FALSE,FALSE,FALSE
"395","C4_S52_L004_contig_3024",FALSE,FALSE,FALSE,TRUE
"396","C4_S52_L004_contig_3051_fragment_1",TRUE,FALSE,FALSE,FALSE
"397","C4_S52_L004_contig_3097",FALSE,TRUE,FALSE,FALSE
"398","C4_S52_L004_contig_3125",TRUE,FALSE,FALSE,FALSE
"399","C4_S52_L004_contig_3127",FALSE,TRUE,FALSE,FALSE
"400","C4_S52_L004_contig_3142",TRUE,FALSE,TRUE,FALSE
"401","C4_S52_L004_contig_3156",TRUE,FALSE,FALSE,FALSE
"402","C4_S52_L004_contig_3164",TRUE,FALSE,FALSE,FALSE
"403","C4_S52_L004_contig_3184",FALSE,FALSE,TRUE,FALSE
"404","C4_S52_L004_contig_3197",FALSE,FALSE,FALSE,TRUE
"405","C4_S52_L004_contig_3225",FALSE,FALSE,FALSE,TRUE
"406","C4_S52_L004_contig_3242",TRUE,FALSE,TRUE,FALSE
"407","C4_S52_L004_contig_3246",TRUE,FALSE,TRUE,FALSE
"408","C4_S52_L004_contig_3247",TRUE,FALSE,TRUE,FALSE
"409","C4_S52_L004_contig_3253",TRUE,FALSE,FALSE,FALSE
"410","C4_S52_L004_contig_3267",TRUE,FALSE,TRUE,FALSE
"411","C4_S52_L004_contig_443",FALSE,FALSE,FALSE,TRUE
"412","C4_S52_L004_contig_543",FALSE,FALSE,FALSE,TRUE
"413","C4_S52_L004_contig_609",FALSE,FALSE,FALSE,TRUE
"414","C4_S52_L004_contig_678",FALSE,FALSE,TRUE,FALSE
"415","C4_S52_L004_contig_756",FALSE,FALSE,FALSE,TRUE
"416","C4_S52_L004_contig_762",TRUE,FALSE,TRUE,FALSE
"417","C4_S52_L004_contig_787",FALSE,FALSE,TRUE,FALSE
"418","C4_S52_L004_contig_790",TRUE,FALSE,TRUE,FALSE
"419","C4_S52_L004_contig_842",FALSE,TRUE,FALSE,TRUE
"420","C4_S52_L004_contig_916",TRUE,FALSE,TRUE,FALSE
"421","C4_S52_L004_contig_959",TRUE,FALSE,FALSE,FALSE
"422","C4_S52_L004_contig_96",FALSE,FALSE,TRUE,FALSE
"423","C4_S52_L004_contig_982",FALSE,FALSE,FALSE,TRUE
"424","C5_S53_L004_contig_1058",FALSE,FALSE,TRUE,FALSE
"425","C5_S53_L004_contig_1190",TRUE,FALSE,TRUE,FALSE
"426","C5_S53_L004_contig_1253",TRUE,FALSE,FALSE,FALSE
"427","C5_S53_L004_contig_1262",FALSE,TRUE,FALSE,FALSE
"428","C5_S53_L004_contig_130",TRUE,FALSE,FALSE,FALSE
"429","C5_S53_L004_contig_1304",TRUE,FALSE,FALSE,FALSE
"430","C5_S53_L004_contig_1349",TRUE,FALSE,TRUE,FALSE
"431","C5_S53_L004_contig_1475",TRUE,FALSE,FALSE,FALSE
"432","C5_S53_L004_contig_1521",TRUE,FALSE,FALSE,FALSE
"433","C5_S53_L004_contig_1524",TRUE,FALSE,FALSE,FALSE
"434","C5_S53_L004_contig_1531",TRUE,FALSE,TRUE,FALSE
"435","C5_S53_L004_contig_1560",FALSE,FALSE,FALSE,TRUE
"436","C5_S53_L004_contig_157",TRUE,FALSE,FALSE,FALSE
"437","C5_S53_L004_contig_1724",TRUE,FALSE,FALSE,FALSE
"438","C5_S53_L004_contig_1754",FALSE,FALSE,TRUE,FALSE
"439","C5_S53_L004_contig_1808",TRUE,FALSE,FALSE,FALSE
"440","C5_S53_L004_contig_1901",FALSE,FALSE,TRUE,FALSE
"441","C5_S53_L004_contig_1929",FALSE,FALSE,TRUE,FALSE
"442","C5_S53_L004_contig_1956",TRUE,FALSE,FALSE,FALSE
"443","C5_S53_L004_contig_1985",FALSE,FALSE,FALSE,TRUE
"444","C5_S53_L004_contig_2000",TRUE,FALSE,FALSE,FALSE
"445","C5_S53_L004_contig_2101",TRUE,FALSE,TRUE,FALSE
"446","C5_S53_L004_contig_211",TRUE,FALSE,TRUE,FALSE
"447","C5_S53_L004_contig_2111",FALSE,FALSE,FALSE,TRUE
"448","C5_S53_L004_contig_2127",FALSE,FALSE,FALSE,TRUE
"449","C5_S53_L004_contig_2163",TRUE,FALSE,TRUE,FALSE
"450","C5_S53_L004_contig_2168",TRUE,FALSE,FALSE,FALSE
"451","C5_S53_L004_contig_238",TRUE,FALSE,FALSE,FALSE
"452","C5_S53_L004_contig_2517",FALSE,TRUE,FALSE,FALSE
"453","C5_S53_L004_contig_2601",TRUE,FALSE,TRUE,FALSE
"454","C5_S53_L004_contig_2623",TRUE,FALSE,FALSE,FALSE
"455","C5_S53_L004_contig_2765",FALSE,FALSE,TRUE,FALSE
"456","C5_S53_L004_contig_2784",TRUE,FALSE,FALSE,FALSE
"457","C5_S53_L004_contig_2878",TRUE,FALSE,FALSE,FALSE
"458","C5_S53_L004_contig_29",TRUE,FALSE,FALSE,FALSE
"459","C5_S53_L004_contig_2950",FALSE,TRUE,FALSE,TRUE
"460","C5_S53_L004_contig_2964",TRUE,FALSE,FALSE,FALSE
"461","C5_S53_L004_contig_3016",FALSE,FALSE,FALSE,TRUE
"462","C5_S53_L004_contig_358",FALSE,FALSE,FALSE,TRUE
"463","C5_S53_L004_contig_425",FALSE,FALSE,FALSE,TRUE
"464","C5_S53_L004_contig_438",FALSE,TRUE,FALSE,TRUE
"465","C5_S53_L004_contig_477",FALSE,FALSE,TRUE,FALSE
"466","C5_S53_L004_contig_484",TRUE,FALSE,FALSE,FALSE
"467","C5_S53_L004_contig_534",FALSE,FALSE,FALSE,TRUE
"468","C5_S53_L004_contig_555",FALSE,FALSE,FALSE,TRUE
"469","C5_S53_L004_contig_691",TRUE,FALSE,FALSE,FALSE
"470","C5_S53_L004_contig_739",TRUE,FALSE,FALSE,FALSE
"471","C5_S53_L004_contig_890",FALSE,FALSE,FALSE,TRUE
"472","C6_S54_L004_contig_1022",TRUE,FALSE,FALSE,FALSE
"473","C6_S54_L004_contig_1075",TRUE,FALSE,FALSE,FALSE
"474","C6_S54_L004_contig_1186",FALSE,FALSE,FALSE,TRUE
"475","C6_S54_L004_contig_120",FALSE,TRUE,FALSE,FALSE
"476","C6_S54_L004_contig_1296",TRUE,FALSE,TRUE,FALSE
"477","C6_S54_L004_contig_1306",FALSE,FALSE,FALSE,TRUE
"478","C6_S54_L004_contig_1342",TRUE,FALSE,FALSE,FALSE
"479","C6_S54_L004_contig_1374",FALSE,FALSE,FALSE,TRUE
"480","C6_S54_L004_contig_1400",TRUE,FALSE,FALSE,TRUE
"481","C6_S54_L004_contig_1403",FALSE,FALSE,TRUE,FALSE
"482","C6_S54_L004_contig_1574",FALSE,FALSE,TRUE,FALSE
"483","C6_S54_L004_contig_1575",FALSE,FALSE,FALSE,TRUE
"484","C6_S54_L004_contig_1598",FALSE,TRUE,FALSE,TRUE
"485","C6_S54_L004_contig_1618",TRUE,FALSE,TRUE,FALSE
"486","C6_S54_L004_contig_1637",FALSE,FALSE,FALSE,TRUE
"487","C6_S54_L004_contig_1687",FALSE,FALSE,TRUE,FALSE
"488","C6_S54_L004_contig_1702",FALSE,FALSE,FALSE,TRUE
"489","C6_S54_L004_contig_1770",FALSE,TRUE,FALSE,FALSE
"490","C6_S54_L004_contig_1859",TRUE,FALSE,FALSE,FALSE
"491","C6_S54_L004_contig_1909",TRUE,FALSE,FALSE,FALSE
"492","C6_S54_L004_contig_1934",FALSE,FALSE,FALSE,TRUE
"493","C6_S54_L004_contig_1963",TRUE,FALSE,TRUE,FALSE
"494","C6_S54_L004_contig_2013",TRUE,FALSE,TRUE,FALSE
"495","C6_S54_L004_contig_203",FALSE,FALSE,FALSE,TRUE
"496","C6_S54_L004_contig_2128",TRUE,FALSE,TRUE,FALSE
"497","C6_S54_L004_contig_2141",FALSE,FALSE,TRUE,FALSE
"498","C6_S54_L004_contig_2175",TRUE,FALSE,TRUE,FALSE
"499","C6_S54_L004_contig_2196",TRUE,FALSE,FALSE,FALSE
"500","C6_S54_L004_contig_223",TRUE,FALSE,FALSE,FALSE
"501","C6_S54_L004_contig_2253",TRUE,FALSE,FALSE,FALSE
"502","C6_S54_L004_contig_2272",TRUE,FALSE,FALSE,FALSE
"503","C6_S54_L004_contig_2326",FALSE,TRUE,FALSE,TRUE
"504","C6_S54_L004_contig_236",TRUE,FALSE,FALSE,FALSE
"505","C6_S54_L004_contig_2372",TRUE,FALSE,FALSE,FALSE
"506","C6_S54_L004_contig_238",TRUE,FALSE,TRUE,FALSE
"507","C6_S54_L004_contig_2408",TRUE,FALSE,FALSE,FALSE
"508","C6_S54_L004_contig_2499",FALSE,FALSE,FALSE,TRUE
"509","C6_S54_L004_contig_2520",TRUE,FALSE,FALSE,FALSE
"510","C6_S54_L004_contig_2637",FALSE,FALSE,TRUE,FALSE
"511","C6_S54_L004_contig_2644",TRUE,FALSE,TRUE,FALSE
"512","C6_S54_L004_contig_2659",TRUE,FALSE,FALSE,FALSE
"513","C6_S54_L004_contig_2705",FALSE,FALSE,FALSE,TRUE
"514","C6_S54_L004_contig_2728",TRUE,FALSE,FALSE,FALSE
"515","C6_S54_L004_contig_2754",TRUE,FALSE,FALSE,FALSE
"516","C6_S54_L004_contig_2777",TRUE,FALSE,FALSE,FALSE
"517","C6_S54_L004_contig_2786",TRUE,FALSE,FALSE,FALSE
"518","C6_S54_L004_contig_2811",FALSE,FALSE,FALSE,TRUE
"519","C6_S54_L004_contig_2814",FALSE,TRUE,FALSE,TRUE
"520","C6_S54_L004_contig_2852",FALSE,FALSE,TRUE,FALSE
"521","C6_S54_L004_contig_290",FALSE,TRUE,FALSE,FALSE
"522","C6_S54_L004_contig_2919",TRUE,FALSE,FALSE,FALSE
"523","C6_S54_L004_contig_2926",FALSE,FALSE,FALSE,TRUE
"524","C6_S54_L004_contig_2939",FALSE,FALSE,FALSE,TRUE
"525","C6_S54_L004_contig_2976",TRUE,FALSE,TRUE,FALSE
"526","C6_S54_L004_contig_3055",FALSE,FALSE,FALSE,TRUE
"527","C6_S54_L004_contig_3089",FALSE,FALSE,TRUE,FALSE
"528","C6_S54_L004_contig_346",TRUE,FALSE,FALSE,FALSE
"529","C6_S54_L004_contig_350",TRUE,FALSE,TRUE,FALSE
"530","C6_S54_L004_contig_362",FALSE,FALSE,FALSE,TRUE
"531","C6_S54_L004_contig_366",FALSE,FALSE,TRUE,FALSE
"532","C6_S54_L004_contig_390",TRUE,FALSE,TRUE,FALSE
"533","C6_S54_L004_contig_495",FALSE,FALSE,FALSE,TRUE
"534","C6_S54_L004_contig_496",FALSE,FALSE,TRUE,FALSE
"535","C6_S54_L004_contig_528",TRUE,FALSE,TRUE,FALSE
"536","C6_S54_L004_contig_548",TRUE,FALSE,TRUE,FALSE
"537","C6_S54_L004_contig_601",FALSE,FALSE,FALSE,TRUE
"538","C6_S54_L004_contig_609",FALSE,FALSE,FALSE,TRUE
"539","C6_S54_L004_contig_63",TRUE,FALSE,TRUE,FALSE
"540","C6_S54_L004_contig_688",TRUE,FALSE,FALSE,FALSE
"541","C6_S54_L004_contig_729",FALSE,FALSE,TRUE,FALSE
"542","C6_S54_L004_contig_788",TRUE,FALSE,FALSE,FALSE
"543","C6_S54_L004_contig_951",TRUE,FALSE,TRUE,FALSE
"544","C7_S55_L004_contig_1062",FALSE,FALSE,TRUE,FALSE
"545","C7_S55_L004_contig_1183",FALSE,FALSE,TRUE,FALSE
"546","C7_S55_L004_contig_138",TRUE,FALSE,FALSE,TRUE
"547","C7_S55_L004_contig_1408",FALSE,TRUE,FALSE,TRUE
"548","C7_S55_L004_contig_1666",TRUE,FALSE,TRUE,FALSE
"549","C7_S55_L004_contig_1692",TRUE,FALSE,FALSE,FALSE
"550","C7_S55_L004_contig_1737",FALSE,FALSE,FALSE,TRUE
"551","C7_S55_L004_contig_1770",TRUE,FALSE,TRUE,FALSE
"552","C7_S55_L004_contig_1776",FALSE,FALSE,TRUE,FALSE
"553","C7_S55_L004_contig_1818",TRUE,FALSE,TRUE,FALSE
"554","C7_S55_L004_contig_1876",FALSE,FALSE,FALSE,TRUE
"555","C7_S55_L004_contig_1898",TRUE,FALSE,TRUE,FALSE
"556","C7_S55_L004_contig_1920",FALSE,FALSE,TRUE,FALSE
"557","C7_S55_L004_contig_194",TRUE,FALSE,TRUE,FALSE
"558","C7_S55_L004_contig_1940",TRUE,FALSE,FALSE,FALSE
"559","C7_S55_L004_contig_2074",TRUE,FALSE,FALSE,FALSE
"560","C7_S55_L004_contig_2112",TRUE,FALSE,FALSE,FALSE
"561","C7_S55_L004_contig_2243",TRUE,FALSE,TRUE,FALSE
"562","C7_S55_L004_contig_2284",FALSE,TRUE,FALSE,TRUE
"563","C7_S55_L004_contig_2333",TRUE,FALSE,TRUE,FALSE
"564","C7_S55_L004_contig_24",FALSE,FALSE,TRUE,FALSE
"565","C7_S55_L004_contig_2455",FALSE,FALSE,TRUE,FALSE
"566","C7_S55_L004_contig_2544",TRUE,FALSE,TRUE,FALSE
"567","C7_S55_L004_contig_2590",TRUE,FALSE,TRUE,FALSE
"568","C7_S55_L004_contig_2594",TRUE,FALSE,FALSE,FALSE
"569","C7_S55_L004_contig_2597",TRUE,FALSE,TRUE,FALSE
"570","C7_S55_L004_contig_2781",FALSE,FALSE,FALSE,TRUE
"571","C7_S55_L004_contig_2848",TRUE,FALSE,FALSE,FALSE
"572","C7_S55_L004_contig_2891",TRUE,FALSE,TRUE,FALSE
"573","C7_S55_L004_contig_2939",TRUE,FALSE,FALSE,FALSE
"574","C7_S55_L004_contig_294",FALSE,FALSE,TRUE,FALSE
"575","C7_S55_L004_contig_3007",TRUE,FALSE,TRUE,FALSE
"576","C7_S55_L004_contig_3097",TRUE,FALSE,TRUE,FALSE
"577","C7_S55_L004_contig_3203_fragment_1",TRUE,FALSE,FALSE,FALSE
"578","C7_S55_L004_contig_3281",FALSE,FALSE,FALSE,TRUE
"579","C7_S55_L004_contig_3341",FALSE,FALSE,TRUE,FALSE
"580","C7_S55_L004_contig_3397",FALSE,FALSE,TRUE,FALSE
"581","C7_S55_L004_contig_3449",TRUE,FALSE,TRUE,FALSE
"582","C7_S55_L004_contig_3529",TRUE,FALSE,TRUE,FALSE
"583","C7_S55_L004_contig_386",FALSE,FALSE,FALSE,TRUE
"584","C7_S55_L004_contig_444",FALSE,FALSE,FALSE,TRUE
"585","C7_S55_L004_contig_469",FALSE,FALSE,TRUE,FALSE
"586","C7_S55_L004_contig_611",FALSE,FALSE,TRUE,FALSE
"587","C7_S55_L004_contig_643",TRUE,FALSE,TRUE,FALSE
"588","C7_S55_L004_contig_739",FALSE,FALSE,TRUE,FALSE
"589","C8_S56_L004_contig_1004",TRUE,FALSE,TRUE,FALSE
"590","C8_S56_L004_contig_1035",FALSE,FALSE,TRUE,FALSE
"591","C8_S56_L004_contig_1057",TRUE,FALSE,FALSE,FALSE
"592","C8_S56_L004_contig_1128",FALSE,FALSE,FALSE,TRUE
"593","C8_S56_L004_contig_1135",FALSE,FALSE,TRUE,FALSE
"594","C8_S56_L004_contig_1171",FALSE,FALSE,FALSE,TRUE
"595","C8_S56_L004_contig_1212_fragment_1",FALSE,FALSE,FALSE,TRUE
"596","C8_S56_L004_contig_1265",FALSE,FALSE,FALSE,TRUE
"597","C8_S56_L004_contig_1344",TRUE,FALSE,TRUE,FALSE
"598","C8_S56_L004_contig_1378",FALSE,TRUE,FALSE,FALSE
"599","C8_S56_L004_contig_1439",FALSE,FALSE,TRUE,FALSE
"600","C8_S56_L004_contig_1451",FALSE,FALSE,TRUE,FALSE
"601","C8_S56_L004_contig_1488",TRUE,FALSE,FALSE,FALSE
"602","C8_S56_L004_contig_1580",FALSE,FALSE,TRUE,FALSE
"603","C8_S56_L004_contig_1599",FALSE,FALSE,TRUE,FALSE
"604","C8_S56_L004_contig_16",TRUE,FALSE,TRUE,FALSE
"605","C8_S56_L004_contig_1766",FALSE,FALSE,TRUE,FALSE
"606","C8_S56_L004_contig_1771",FALSE,FALSE,TRUE,FALSE
"607","C8_S56_L004_contig_187",FALSE,FALSE,TRUE,FALSE
"608","C8_S56_L004_contig_1898",FALSE,FALSE,FALSE,TRUE
"609","C8_S56_L004_contig_1944",TRUE,FALSE,TRUE,FALSE
"610","C8_S56_L004_contig_1997",FALSE,FALSE,TRUE,FALSE
"611","C8_S56_L004_contig_2325",FALSE,FALSE,TRUE,FALSE
"612","C8_S56_L004_contig_2336",FALSE,FALSE,TRUE,FALSE
"613","C8_S56_L004_contig_2349",FALSE,FALSE,TRUE,FALSE
"614","C8_S56_L004_contig_2369",TRUE,FALSE,FALSE,FALSE
"615","C8_S56_L004_contig_2424",TRUE,FALSE,TRUE,FALSE
"616","C8_S56_L004_contig_2457",TRUE,FALSE,TRUE,FALSE
"617","C8_S56_L004_contig_2680",FALSE,FALSE,TRUE,FALSE
"618","C8_S56_L004_contig_2736",TRUE,FALSE,FALSE,FALSE
"619","C8_S56_L004_contig_279",TRUE,FALSE,FALSE,FALSE
"620","C8_S56_L004_contig_297",FALSE,FALSE,TRUE,FALSE
"621","C8_S56_L004_contig_3056",TRUE,FALSE,FALSE,FALSE
"622","C8_S56_L004_contig_3067",TRUE,FALSE,FALSE,FALSE
"623","C8_S56_L004_contig_3127",TRUE,FALSE,TRUE,FALSE
"624","C8_S56_L004_contig_3271",TRUE,FALSE,FALSE,FALSE
"625","C8_S56_L004_contig_3363",FALSE,TRUE,FALSE,FALSE
"626","C8_S56_L004_contig_3379",TRUE,FALSE,TRUE,FALSE
"627","C8_S56_L004_contig_351",TRUE,FALSE,FALSE,FALSE
"628","C8_S56_L004_contig_418",FALSE,FALSE,TRUE,FALSE
"629","C8_S56_L004_contig_466",FALSE,FALSE,TRUE,FALSE
"630","C8_S56_L004_contig_683",FALSE,FALSE,FALSE,TRUE
"631","C8_S56_L004_contig_774",FALSE,FALSE,TRUE,FALSE
"632","C8_S56_L004_contig_790",TRUE,FALSE,TRUE,FALSE
"633","C8_S56_L004_contig_885",TRUE,FALSE,FALSE,FALSE
"634","C8_S56_L004_contig_899",FALSE,TRUE,FALSE,FALSE
"635","C8_S56_L004_contig_989",FALSE,TRUE,FALSE,TRUE
"636","C8_S56_L004_contig_99",TRUE,FALSE,TRUE,FALSE
"637","C9_S57_L004_contig_1102",FALSE,FALSE,TRUE,FALSE
"638","C9_S57_L004_contig_1127",FALSE,TRUE,FALSE,FALSE
"639","C9_S57_L004_contig_1169",TRUE,FALSE,TRUE,FALSE
"640","C9_S57_L004_contig_1230",TRUE,FALSE,FALSE,FALSE
"641","C9_S57_L004_contig_1256",FALSE,FALSE,TRUE,FALSE
"642","C9_S57_L004_contig_1258",FALSE,FALSE,FALSE,TRUE
"643","C9_S57_L004_contig_1306",TRUE,FALSE,FALSE,FALSE
"644","C9_S57_L004_contig_1343",TRUE,FALSE,FALSE,FALSE
"645","C9_S57_L004_contig_1358",TRUE,FALSE,TRUE,FALSE
"646","C9_S57_L004_contig_1469",TRUE,FALSE,TRUE,FALSE
"647","C9_S57_L004_contig_1471",FALSE,FALSE,FALSE,TRUE
"648","C9_S57_L004_contig_1495",FALSE,TRUE,FALSE,FALSE
"649","C9_S57_L004_contig_1512",FALSE,FALSE,TRUE,FALSE
"650","C9_S57_L004_contig_1554",FALSE,TRUE,FALSE,FALSE
"651","C9_S57_L004_contig_1573",FALSE,FALSE,TRUE,FALSE
"652","C9_S57_L004_contig_1677",TRUE,FALSE,FALSE,FALSE
"653","C9_S57_L004_contig_1772",FALSE,FALSE,TRUE,FALSE
"654","C9_S57_L004_contig_1773",FALSE,FALSE,TRUE,FALSE
"655","C9_S57_L004_contig_1798",TRUE,FALSE,TRUE,FALSE
"656","C9_S57_L004_contig_1838",TRUE,FALSE,FALSE,FALSE
"657","C9_S57_L004_contig_1884",FALSE,FALSE,TRUE,FALSE
"658","C9_S57_L004_contig_1896",FALSE,FALSE,TRUE,FALSE
"659","C9_S57_L004_contig_1924",TRUE,FALSE,TRUE,FALSE
"660","C9_S57_L004_contig_1926",TRUE,FALSE,TRUE,FALSE
"661","C9_S57_L004_contig_202",TRUE,FALSE,TRUE,FALSE
"662","C9_S57_L004_contig_2048",FALSE,TRUE,FALSE,FALSE
"663","C9_S57_L004_contig_2049",FALSE,FALSE,TRUE,FALSE
"664","C9_S57_L004_contig_2050",FALSE,TRUE,FALSE,FALSE
"665","C9_S57_L004_contig_2102",FALSE,FALSE,FALSE,TRUE
"666","C9_S57_L004_contig_2110",FALSE,TRUE,FALSE,FALSE
"667","C9_S57_L004_contig_2185",TRUE,FALSE,TRUE,FALSE
"668","C9_S57_L004_contig_2287",FALSE,FALSE,FALSE,TRUE
"669","C9_S57_L004_contig_2293",FALSE,FALSE,TRUE,FALSE
"670","C9_S57_L004_contig_2301",TRUE,FALSE,TRUE,FALSE
"671","C9_S57_L004_contig_2337",FALSE,FALSE,TRUE,FALSE
"672","C9_S57_L004_contig_240",FALSE,FALSE,FALSE,TRUE
"673","C9_S57_L004_contig_2450",TRUE,FALSE,FALSE,FALSE
"674","C9_S57_L004_contig_2477",FALSE,FALSE,TRUE,FALSE
"675","C9_S57_L004_contig_2490",TRUE,FALSE,TRUE,FALSE
"676","C9_S57_L004_contig_2496",TRUE,FALSE,FALSE,FALSE
"677","C9_S57_L004_contig_2502",FALSE,FALSE,TRUE,FALSE
"678","C9_S57_L004_contig_2521",TRUE,FALSE,FALSE,FALSE
"679","C9_S57_L004_contig_2595",FALSE,FALSE,TRUE,FALSE
"680","C9_S57_L004_contig_2599",TRUE,FALSE,FALSE,FALSE
"681","C9_S57_L004_contig_26",FALSE,FALSE,TRUE,FALSE
"682","C9_S57_L004_contig_2646",FALSE,FALSE,TRUE,FALSE
"683","C9_S57_L004_contig_2717",TRUE,FALSE,FALSE,FALSE
"684","C9_S57_L004_contig_2724",TRUE,FALSE,TRUE,FALSE
"685","C9_S57_L004_contig_2728",TRUE,FALSE,TRUE,FALSE
"686","C9_S57_L004_contig_273",FALSE,FALSE,TRUE,FALSE
"687","C9_S57_L004_contig_2772",TRUE,FALSE,TRUE,FALSE
"688","C9_S57_L004_contig_2815",FALSE,FALSE,TRUE,FALSE
"689","C9_S57_L004_contig_2818",FALSE,TRUE,FALSE,TRUE
"690","C9_S57_L004_contig_2819",FALSE,TRUE,FALSE,FALSE
"691","C9_S57_L004_contig_2820",FALSE,TRUE,FALSE,FALSE
"692","C9_S57_L004_contig_2829",FALSE,FALSE,TRUE,FALSE
"693","C9_S57_L004_contig_2900",FALSE,TRUE,TRUE,FALSE
"694","C9_S57_L004_contig_291",TRUE,FALSE,FALSE,FALSE
"695","C9_S57_L004_contig_3066",TRUE,FALSE,TRUE,FALSE
"696","C9_S57_L004_contig_3127",FALSE,FALSE,TRUE,FALSE
"697","C9_S57_L004_contig_3159",TRUE,FALSE,FALSE,FALSE
"698","C9_S57_L004_contig_3240",TRUE,FALSE,TRUE,FALSE
"699","C9_S57_L004_contig_3294",FALSE,TRUE,FALSE,FALSE
"700","C9_S57_L004_contig_3372",FALSE,FALSE,TRUE,FALSE
"701","C9_S57_L004_contig_344",FALSE,TRUE,FALSE,TRUE
"702","C9_S57_L004_contig_3472",FALSE,FALSE,TRUE,FALSE
"703","C9_S57_L004_contig_3498",FALSE,FALSE,TRUE,FALSE
"704","C9_S57_L004_contig_3507",TRUE,FALSE,TRUE,FALSE
"705","C9_S57_L004_contig_3535",TRUE,FALSE,TRUE,FALSE
"706","C9_S57_L004_contig_3619",TRUE,FALSE,TRUE,FALSE
"707","C9_S57_L004_contig_3627",TRUE,FALSE,TRUE,FALSE
"708","C9_S57_L004_contig_3659",FALSE,FALSE,TRUE,FALSE
"709","C9_S57_L004_contig_3719",FALSE,FALSE,TRUE,FALSE
"710","C9_S57_L004_contig_3720",TRUE,FALSE,TRUE,FALSE
"711","C9_S57_L004_contig_3733",FALSE,FALSE,TRUE,FALSE
"712","C9_S57_L004_contig_3800",TRUE,FALSE,TRUE,FALSE
"713","C9_S57_L004_contig_3801",FALSE,FALSE,TRUE,FALSE
"714","C9_S57_L004_contig_3816",FALSE,FALSE,TRUE,FALSE
"715","C9_S57_L004_contig_385",FALSE,FALSE,TRUE,FALSE
"716","C9_S57_L004_contig_3872",FALSE,TRUE,FALSE,TRUE
"717","C9_S57_L004_contig_3991",TRUE,FALSE,TRUE,FALSE
"718","C9_S57_L004_contig_4007",FALSE,FALSE,TRUE,FALSE
"719","C9_S57_L004_contig_4055",FALSE,FALSE,TRUE,FALSE
"720","C9_S57_L004_contig_4076",FALSE,FALSE,TRUE,FALSE
"721","C9_S57_L004_contig_4123",TRUE,FALSE,FALSE,FALSE
"722","C9_S57_L004_contig_4150",FALSE,FALSE,FALSE,TRUE
"723","C9_S57_L004_contig_4231",FALSE,FALSE,TRUE,FALSE
"724","C9_S57_L004_contig_4240",TRUE,FALSE,TRUE,FALSE
"725","C9_S57_L004_contig_4292",FALSE,FALSE,TRUE,FALSE
"726","C9_S57_L004_contig_4297",TRUE,FALSE,FALSE,FALSE
"727","C9_S57_L004_contig_4314",TRUE,FALSE,FALSE,FALSE
"728","C9_S57_L004_contig_4317",FALSE,FALSE,TRUE,FALSE
"729","C9_S57_L004_contig_4327",TRUE,FALSE,TRUE,FALSE
"730","C9_S57_L004_contig_4369",FALSE,FALSE,TRUE,FALSE
"731","C9_S57_L004_contig_4375",TRUE,FALSE,TRUE,FALSE
"732","C9_S57_L004_contig_4432",FALSE,FALSE,TRUE,FALSE
"733","C9_S57_L004_contig_4533",FALSE,FALSE,FALSE,TRUE
